link,i,j,k,cost,amplitude,lower_bound,upper_bound
HU103B.1922-11-30_CVPM03BS.1922-11-30_0,HU103B.1922-11-30,CVPM03BS.1922-11-30,0,-1285.49996,1.0,0.0,1.77
HU103B.1922-11-30_CVPM03BS.1922-11-30_1,HU103B.1922-11-30,CVPM03BS.1922-11-30,1,-1055.87501,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_2,HU103B.1922-11-30,CVPM03BS.1922-11-30,2,-815.37495,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_3,HU103B.1922-11-30,CVPM03BS.1922-11-30,3,-611.12499,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_4,HU103B.1922-11-30,CVPM03BS.1922-11-30,4,-465.06252,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_5,HU103B.1922-11-30,CVPM03BS.1922-11-30,5,-393.06245,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_6,HU103B.1922-11-30,CVPM03BS.1922-11-30,6,-288.50002,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_7,HU103B.1922-11-30,CVPM03BS.1922-11-30,7,-173.12499,1.0,0.0,0.16
HU103B.1922-11-30_CVPM03BS.1922-11-30_8,HU103B.1922-11-30,CVPM03BS.1922-11-30,8,-116.0,1.0,0.0,0.17
HU103B.1922-11-30_CVPM03BS.1922-11-30_9,HU103B.1922-11-30,CVPM03BS.1922-11-30,9,-55.8125,1.0,0.0,0.16
HU103B.1922-12-31_CVPM03BS.1922-12-31_0,HU103B.1922-12-31,CVPM03BS.1922-12-31,0,-1295.42846,1.0,0.0,0.78
HU103B.1922-12-31_CVPM03BS.1922-12-31_1,HU103B.1922-12-31,CVPM03BS.1922-12-31,1,-1061.00007,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_2,HU103B.1922-12-31,CVPM03BS.1922-12-31,2,-822.00011,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_3,HU103B.1922-12-31,CVPM03BS.1922-12-31,3,-615.99993,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_4,HU103B.1922-12-31,CVPM03BS.1922-12-31,4,-469.14291,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_5,HU103B.1922-12-31,CVPM03BS.1922-12-31,5,-397.1428,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_6,HU103B.1922-12-31,CVPM03BS.1922-12-31,6,-254.62501,1.0,0.0,0.08
HU103B.1922-12-31_CVPM03BS.1922-12-31_7,HU103B.1922-12-31,CVPM03BS.1922-12-31,7,-174.57143,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_8,HU103B.1922-12-31,CVPM03BS.1922-12-31,8,-124.14286,1.0,0.0,0.07
HU103B.1922-12-31_CVPM03BS.1922-12-31_9,HU103B.1922-12-31,CVPM03BS.1922-12-31,9,-56.28571,1.0,0.0,0.07
HU103B.1923-01-31_CVPM03BS.1923-01-31_0,HU103B.1923-01-31,CVPM03BS.1923-01-31,0,-1640.33307,1.0,0.0,0.42
HU103B.1923-01-31_CVPM03BS.1923-01-31_1,HU103B.1923-01-31,CVPM03BS.1923-01-31,1,-1006.7501,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_2,HU103B.1923-01-31,CVPM03BS.1923-01-31,2,-779.99993,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_3,HU103B.1923-01-31,CVPM03BS.1923-01-31,3,-591.25002,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_4,HU103B.1923-01-31,CVPM03BS.1923-01-31,4,-445.5,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_5,HU103B.1923-01-31,CVPM03BS.1923-01-31,5,-374.25002,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_6,HU103B.1923-01-31,CVPM03BS.1923-01-31,6,-275.75002,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_7,HU103B.1923-01-31,CVPM03BS.1923-01-31,7,-224.66667,1.0,0.0,0.03
HU103B.1923-01-31_CVPM03BS.1923-01-31_8,HU103B.1923-01-31,CVPM03BS.1923-01-31,8,-117.25,1.0,0.0,0.04
HU103B.1923-01-31_CVPM03BS.1923-01-31_9,HU103B.1923-01-31,CVPM03BS.1923-01-31,9,-53.75,1.0,0.0,0.04
HU103B.1923-02-28_CVPM03BS.1923-02-28_0,HU103B.1923-02-28,CVPM03BS.1923-02-28,0,-1532.0,1.0,0.0,0.26
HU103B.1923-02-28_CVPM03BS.1923-02-28_1,HU103B.1923-02-28,CVPM03BS.1923-02-28,1,-891.7333,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BS.1923-02-28_2,HU103B.1923-02-28,CVPM03BS.1923-02-28,2,-890.9,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BS.1923-02-28_3,HU103B.1923-02-28,CVPM03BS.1923-02-28,3,-728.5,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BS.1923-02-28_4,HU103B.1923-02-28,CVPM03BS.1923-02-28,4,-405.73337,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BS.1923-02-28_5,HU103B.1923-02-28,CVPM03BS.1923-02-28,5,-404.9,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BS.1923-02-28_6,HU103B.1923-02-28,CVPM03BS.1923-02-28,6,-229.66667,1.0,0.0,0.03
HU103B.1923-02-28_CVPM03BS.1923-02-28_7,HU103B.1923-02-28,CVPM03BS.1923-02-28,7,-204.5,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BS.1923-02-28_8,HU103B.1923-02-28,CVPM03BS.1923-02-28,8,-147.0,1.0,0.0,0.02
HU103B.1923-02-28_CVPM03BS.1923-02-28_9,HU103B.1923-02-28,CVPM03BS.1923-02-28,9,-45.0,1.0,0.0,0.03
HU103B.1923-03-31_CVPM03BS.1923-03-31_0,HU103B.1923-03-31,CVPM03BS.1923-03-31,0,-1357.50007,1.0,0.0,0.93
HU103B.1923-03-31_CVPM03BS.1923-03-31_1,HU103B.1923-03-31,CVPM03BS.1923-03-31,1,-1104.8748,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BS.1923-03-31_2,HU103B.1923-03-31,CVPM03BS.1923-03-31,2,-765.22233,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BS.1923-03-31_3,HU103B.1923-03-31,CVPM03BS.1923-03-31,3,-641.37498,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BS.1923-03-31_4,HU103B.1923-03-31,CVPM03BS.1923-03-31,4,-436.44443,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BS.1923-03-31_5,HU103B.1923-03-31,CVPM03BS.1923-03-31,5,-411.74997,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BS.1923-03-31_6,HU103B.1923-03-31,CVPM03BS.1923-03-31,6,-270.55557,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BS.1923-03-31_7,HU103B.1923-03-31,CVPM03BS.1923-03-31,7,-181.625,1.0,0.0,0.08
HU103B.1923-03-31_CVPM03BS.1923-03-31_8,HU103B.1923-03-31,CVPM03BS.1923-03-31,8,-115.33333,1.0,0.0,0.09
HU103B.1923-03-31_CVPM03BS.1923-03-31_9,HU103B.1923-03-31,CVPM03BS.1923-03-31,9,-58.625,1.0,0.0,0.08
HU103B.1923-04-30_CVPM03BS.1923-04-30_0,HU103B.1923-04-30,CVPM03BS.1923-04-30,0,-1287.38878,1.0,0.0,9.96
HU103B.1923-04-30_CVPM03BS.1923-04-30_1,HU103B.1923-04-30,CVPM03BS.1923-04-30,1,-1042.76915,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BS.1923-04-30_2,HU103B.1923-04-30,CVPM03BS.1923-04-30,2,-816.91108,1.0,0.0,0.9
HU103B.1923-04-30_CVPM03BS.1923-04-30_3,HU103B.1923-04-30,CVPM03BS.1923-04-30,3,-605.37364,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BS.1923-04-30_4,HU103B.1923-04-30,CVPM03BS.1923-04-30,4,-465.87775,1.0,0.0,0.9
HU103B.1923-04-30_CVPM03BS.1923-04-30_5,HU103B.1923-04-30,CVPM03BS.1923-04-30,5,-388.30768,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BS.1923-04-30_6,HU103B.1923-04-30,CVPM03BS.1923-04-30,6,-288.86668,1.0,0.0,0.9
HU103B.1923-04-30_CVPM03BS.1923-04-30_7,HU103B.1923-04-30,CVPM03BS.1923-04-30,7,-171.49469,1.0,0.0,0.91
HU103B.1923-04-30_CVPM03BS.1923-04-30_8,HU103B.1923-04-30,CVPM03BS.1923-04-30,8,-123.49973,1.0,0.0,0.9
HU103B.1923-04-30_CVPM03BS.1923-04-30_9,HU103B.1923-04-30,CVPM03BS.1923-04-30,9,-55.23077,1.0,0.0,0.91
HU103B.1923-05-31_CVPM03BS.1923-05-31_0,HU103B.1923-05-31,CVPM03BS.1923-05-31,0,-1277.96662,1.0,0.0,13.07
HU103B.1923-05-31_CVPM03BS.1923-05-31_1,HU103B.1923-05-31,CVPM03BS.1923-05-31,1,-1046.6721,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_2,HU103B.1923-05-31,CVPM03BS.1923-05-31,2,-810.46235,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_3,HU103B.1923-05-31,CVPM03BS.1923-05-31,3,-607.63073,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_4,HU103B.1923-05-31,CVPM03BS.1923-05-31,4,-462.47858,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_5,HU103B.1923-05-31,CVPM03BS.1923-05-31,5,-392.84746,1.0,0.0,1.18
HU103B.1923-05-31_CVPM03BS.1923-05-31_6,HU103B.1923-05-31,CVPM03BS.1923-05-31,6,-286.74764,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_7,HU103B.1923-05-31,CVPM03BS.1923-05-31,7,-172.16836,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_8,HU103B.1923-05-31,CVPM03BS.1923-05-31,8,-122.58813,1.0,0.0,1.19
HU103B.1923-05-31_CVPM03BS.1923-05-31_9,HU103B.1923-05-31,CVPM03BS.1923-05-31,9,-55.40336,1.0,0.0,1.19
HU103B.1923-06-30_CVPM03BS.1923-06-30_0,HU103B.1923-06-30,CVPM03BS.1923-06-30,0,-1282.32832,1.0,0.0,14.44
HU103B.1923-06-30_CVPM03BS.1923-06-30_1,HU103B.1923-06-30,CVPM03BS.1923-06-30,1,-1050.61072,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BS.1923-06-30_2,HU103B.1923-06-30,CVPM03BS.1923-06-30,2,-807.05307,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BS.1923-06-30_3,HU103B.1923-06-30,CVPM03BS.1923-06-30,3,-609.69508,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BS.1923-06-30_4,HU103B.1923-06-30,CVPM03BS.1923-06-30,4,-464.22831,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BS.1923-06-30_5,HU103B.1923-06-30,CVPM03BS.1923-06-30,5,-387.89425,1.0,0.0,1.32
HU103B.1923-06-30_CVPM03BS.1923-06-30_6,HU103B.1923-06-30,CVPM03BS.1923-06-30,6,-287.8397,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BS.1923-06-30_7,HU103B.1923-06-30,CVPM03BS.1923-06-30,7,-172.74059,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BS.1923-06-30_8,HU103B.1923-06-30,CVPM03BS.1923-06-30,8,-123.01508,1.0,0.0,1.31
HU103B.1923-06-30_CVPM03BS.1923-06-30_9,HU103B.1923-06-30,CVPM03BS.1923-06-30,9,-55.20459,1.0,0.0,1.32
HU103B.1923-07-31_CVPM03BS.1923-07-31_0,HU103B.1923-07-31,CVPM03BS.1923-07-31,0,-1278.8215,1.0,0.0,15.39
HU103B.1923-07-31_CVPM03BS.1923-07-31_1,HU103B.1923-07-31,CVPM03BS.1923-07-31,1,-1054.48124,1.0,0.0,1.39
HU103B.1923-07-31_CVPM03BS.1923-07-31_2,HU103B.1923-07-31,CVPM03BS.1923-07-31,2,-810.99336,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_3,HU103B.1923-07-31,CVPM03BS.1923-07-31,3,-607.82139,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_4,HU103B.1923-07-31,CVPM03BS.1923-07-31,4,-462.80003,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_5,HU103B.1923-07-31,CVPM03BS.1923-07-31,5,-389.65029,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_6,HU103B.1923-07-31,CVPM03BS.1923-07-31,6,-286.90674,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_7,HU103B.1923-07-31,CVPM03BS.1923-07-31,7,-172.22154,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_8,HU103B.1923-07-31,CVPM03BS.1923-07-31,8,-122.67143,1.0,0.0,1.4
HU103B.1923-07-31_CVPM03BS.1923-07-31_9,HU103B.1923-07-31,CVPM03BS.1923-07-31,9,-55.83457,1.0,0.0,1.39
HU103B.1923-08-31_CVPM03BS.1923-08-31_0,HU103B.1923-08-31,CVPM03BS.1923-08-31,0,-1276.40472,1.0,0.0,13.28
HU103B.1923-08-31_CVPM03BS.1923-08-31_1,HU103B.1923-08-31,CVPM03BS.1923-08-31,1,-1054.08346,1.0,0.0,1.2
HU103B.1923-08-31_CVPM03BS.1923-08-31_2,HU103B.1923-08-31,CVPM03BS.1923-08-31,2,-809.43795,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BS.1923-08-31_3,HU103B.1923-08-31,CVPM03BS.1923-08-31,3,-606.86772,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BS.1923-08-31_4,HU103B.1923-08-31,CVPM03BS.1923-08-31,4,-465.78339,1.0,0.0,1.2
HU103B.1923-08-31_CVPM03BS.1923-08-31_5,HU103B.1923-08-31,CVPM03BS.1923-08-31,5,-389.04164,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BS.1923-08-31_6,HU103B.1923-08-31,CVPM03BS.1923-08-31,6,-286.37992,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BS.1923-08-31_7,HU103B.1923-08-31,CVPM03BS.1923-08-31,7,-173.39182,1.0,0.0,1.2
HU103B.1923-08-31_CVPM03BS.1923-08-31_8,HU103B.1923-08-31,CVPM03BS.1923-08-31,8,-122.46271,1.0,0.0,1.21
HU103B.1923-08-31_CVPM03BS.1923-08-31_9,HU103B.1923-08-31,CVPM03BS.1923-08-31,9,-55.35542,1.0,0.0,1.21
HU103B.1923-09-30_CVPM03BS.1923-09-30_0,HU103B.1923-09-30,CVPM03BS.1923-09-30,0,-1278.54389,1.0,0.0,6.27
HU103B.1923-09-30_CVPM03BS.1923-09-30_1,HU103B.1923-09-30,CVPM03BS.1923-09-30,1,-1048.10534,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_2,HU103B.1923-09-30,CVPM03BS.1923-09-30,2,-811.49131,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_3,HU103B.1923-09-30,CVPM03BS.1923-09-30,3,-607.92975,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_4,HU103B.1923-09-30,CVPM03BS.1923-09-30,4,-463.10521,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_5,HU103B.1923-09-30,CVPM03BS.1923-09-30,5,-389.73689,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_6,HU103B.1923-09-30,CVPM03BS.1923-09-30,6,-287.10528,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_7,HU103B.1923-09-30,CVPM03BS.1923-09-30,7,-172.4035,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_8,HU103B.1923-09-30,CVPM03BS.1923-09-30,8,-122.59649,1.0,0.0,0.57
HU103B.1923-09-30_CVPM03BS.1923-09-30_9,HU103B.1923-09-30,CVPM03BS.1923-09-30,9,-55.50877,1.0,0.0,0.57
HU104.1922-10-31_CVPM04G.1922-10-31_0,HU104.1922-10-31,CVPM04G.1922-10-31,0,-401.81618,1.0,0.0,9.61
HU104.1922-10-31_CVPM04G.1922-10-31_1,HU104.1922-10-31,CVPM04G.1922-10-31,1,-397.81606,1.0,0.0,0.87
HU104.1922-10-31_CVPM04G.1922-10-31_2,HU104.1922-10-31,CVPM04G.1922-10-31,2,-388.44313,1.0,0.0,0.88
HU104.1922-10-31_CVPM04G.1922-10-31_3,HU104.1922-10-31,CVPM04G.1922-10-31,3,-386.14951,1.0,0.0,0.87
HU104.1922-10-31_CVPM04G.1922-10-31_4,HU104.1922-10-31,CVPM04G.1922-10-31,4,-368.57952,1.0,0.0,0.88
HU104.1922-10-31_CVPM04G.1922-10-31_5,HU104.1922-10-31,CVPM04G.1922-10-31,5,-330.2184,1.0,0.0,0.87
HU104.1922-10-31_CVPM04G.1922-10-31_6,HU104.1922-10-31,CVPM04G.1922-10-31,6,-240.03449,1.0,0.0,0.87
HU104.1922-10-31_CVPM04G.1922-10-31_7,HU104.1922-10-31,CVPM04G.1922-10-31,7,-143.10227,1.0,0.0,0.88
HU104.1922-10-31_CVPM04G.1922-10-31_8,HU104.1922-10-31,CVPM04G.1922-10-31,8,-95.04598,1.0,0.0,0.87
HU104.1922-10-31_CVPM04G.1922-10-31_9,HU104.1922-10-31,CVPM04G.1922-10-31,9,-42.26442,1.0,0.0,0.87
HU104.1922-11-30_CVPM04G.1922-11-30_0,HU104.1922-11-30,CVPM04G.1922-11-30,0,-401.0001,1.0,0.0,4.63
HU104.1922-11-30_CVPM04G.1922-11-30_1,HU104.1922-11-30,CVPM04G.1922-11-30,1,-396.99998,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_2,HU104.1922-11-30,CVPM04G.1922-11-30,2,-392.09522,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_3,HU104.1922-11-30,CVPM04G.1922-11-30,3,-384.02376,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_4,HU104.1922-11-30,CVPM04G.1922-11-30,4,-372.07148,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_5,HU104.1922-11-30,CVPM04G.1922-11-30,5,-329.5238,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_6,HU104.1922-11-30,CVPM04G.1922-11-30,6,-238.9762,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_7,HU104.1922-11-30,CVPM04G.1922-11-30,7,-144.45239,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_8,HU104.1922-11-30,CVPM04G.1922-11-30,8,-94.88096,1.0,0.0,0.42
HU104.1922-11-30_CVPM04G.1922-11-30_9,HU104.1922-11-30,CVPM04G.1922-11-30,9,-42.16666,1.0,0.0,0.42
HU104.1922-12-31_CVPM04G.1922-12-31_0,HU104.1922-12-31,CVPM04G.1922-12-31,0,-396.20864,1.0,0.0,3.67
HU104.1922-12-31_CVPM04G.1922-12-31_1,HU104.1922-12-31,CVPM04G.1922-12-31,1,-396.14868,1.0,0.0,0.33
HU104.1922-12-31_CVPM04G.1922-12-31_2,HU104.1922-12-31,CVPM04G.1922-12-31,2,-395.21225,1.0,0.0,0.33
HU104.1922-12-31_CVPM04G.1922-12-31_3,HU104.1922-12-31,CVPM04G.1922-12-31,3,-376.58817,1.0,0.0,0.34
HU104.1922-12-31_CVPM04G.1922-12-31_4,HU104.1922-12-31,CVPM04G.1922-12-31,4,-375.0,1.0,0.0,0.33
HU104.1922-12-31_CVPM04G.1922-12-31_5,HU104.1922-12-31,CVPM04G.1922-12-31,5,-333.15152,1.0,0.0,0.33
HU104.1922-12-31_CVPM04G.1922-12-31_6,HU104.1922-12-31,CVPM04G.1922-12-31,6,-234.35294,1.0,0.0,0.34
HU104.1922-12-31_CVPM04G.1922-12-31_7,HU104.1922-12-31,CVPM04G.1922-12-31,7,-145.60605,1.0,0.0,0.33
HU104.1922-12-31_CVPM04G.1922-12-31_8,HU104.1922-12-31,CVPM04G.1922-12-31,8,-95.60607,1.0,0.0,0.33
HU104.1922-12-31_CVPM04G.1922-12-31_9,HU104.1922-12-31,CVPM04G.1922-12-31,9,-41.26471,1.0,0.0,0.34
HU104.1923-01-31_CVPM04G.1923-01-31_0,HU104.1923-01-31,CVPM04G.1923-01-31,0,-405.58167,1.0,0.0,0.96
HU104.1923-01-31_CVPM04G.1923-01-31_1,HU104.1923-01-31,CVPM04G.1923-01-31,1,-405.34552,1.0,0.0,0.08
HU104.1923-01-31_CVPM04G.1923-01-31_2,HU104.1923-01-31,CVPM04G.1923-01-31,2,-383.39403,1.0,0.0,0.09
HU104.1923-01-31_CVPM04G.1923-01-31_3,HU104.1923-01-31,CVPM04G.1923-01-31,3,-383.31426,1.0,0.0,0.09
HU104.1923-01-31_CVPM04G.1923-01-31_4,HU104.1923-01-31,CVPM04G.1923-01-31,4,-383.0782,1.0,0.0,0.08
HU104.1923-01-31_CVPM04G.1923-01-31_5,HU104.1923-01-31,CVPM04G.1923-01-31,5,-316.22221,1.0,0.0,0.09
HU104.1923-01-31_CVPM04G.1923-01-31_6,HU104.1923-01-31,CVPM04G.1923-01-31,6,-232.55556,1.0,0.0,0.09
HU104.1923-01-31_CVPM04G.1923-01-31_7,HU104.1923-01-31,CVPM04G.1923-01-31,7,-156.0,1.0,0.0,0.08
HU104.1923-01-31_CVPM04G.1923-01-31_8,HU104.1923-01-31,CVPM04G.1923-01-31,8,-91.11111,1.0,0.0,0.09
HU104.1923-01-31_CVPM04G.1923-01-31_9,HU104.1923-01-31,CVPM04G.1923-01-31,9,-40.44444,1.0,0.0,0.09
HU104.1923-02-28_CVPM04G.1923-02-28_0,HU104.1923-02-28,CVPM04G.1923-02-28,0,-438.00004,1.0,0.0,0.84
HU104.1923-02-28_CVPM04G.1923-02-28_1,HU104.1923-02-28,CVPM04G.1923-02-28,1,-390.40851,1.0,0.0,0.08
HU104.1923-02-28_CVPM04G.1923-02-28_2,HU104.1923-02-28,CVPM04G.1923-02-28,2,-390.37381,1.0,0.0,0.08
HU104.1923-02-28_CVPM04G.1923-02-28_3,HU104.1923-02-28,CVPM04G.1923-02-28,3,-390.10597,1.0,0.0,0.07
HU104.1923-02-28_CVPM04G.1923-02-28_4,HU104.1923-02-28,CVPM04G.1923-02-28,4,-355.49994,1.0,0.0,0.08
HU104.1923-02-28_CVPM04G.1923-02-28_5,HU104.1923-02-28,CVPM04G.1923-02-28,5,-314.87504,1.0,0.0,0.08
HU104.1923-02-28_CVPM04G.1923-02-28_6,HU104.1923-02-28,CVPM04G.1923-02-28,6,-261.71427,1.0,0.0,0.07
HU104.1923-02-28_CVPM04G.1923-02-28_7,HU104.1923-02-28,CVPM04G.1923-02-28,7,-138.00001,1.0,0.0,0.08
HU104.1923-02-28_CVPM04G.1923-02-28_8,HU104.1923-02-28,CVPM04G.1923-02-28,8,-91.875,1.0,0.0,0.08
HU104.1923-02-28_CVPM04G.1923-02-28_9,HU104.1923-02-28,CVPM04G.1923-02-28,9,-46.0,1.0,0.0,0.07
HU104.1923-03-31_CVPM04G.1923-03-31_0,HU104.1923-03-31,CVPM04G.1923-03-31,0,-399.55871,1.0,0.0,3.26
HU104.1923-03-31_CVPM04G.1923-03-31_1,HU104.1923-03-31,CVPM04G.1923-03-31,1,-399.49088,1.0,0.0,0.29
HU104.1923-03-31_CVPM04G.1923-03-31_2,HU104.1923-03-31,CVPM04G.1923-03-31,2,-386.7334,1.0,0.0,0.3
HU104.1923-03-31_CVPM04G.1923-03-31_3,HU104.1923-03-31,CVPM04G.1923-03-31,3,-379.63328,1.0,0.0,0.3
HU104.1923-03-31_CVPM04G.1923-03-31_4,HU104.1923-03-31,CVPM04G.1923-03-31,4,-378.34483,1.0,0.0,0.29
HU104.1923-03-31_CVPM04G.1923-03-31_5,HU104.1923-03-31,CVPM04G.1923-03-31,5,-325.0,1.0,0.0,0.3
HU104.1923-03-31_CVPM04G.1923-03-31_6,HU104.1923-03-31,CVPM04G.1923-03-31,6,-236.26668,1.0,0.0,0.3
HU104.1923-03-31_CVPM04G.1923-03-31_7,HU104.1923-03-31,CVPM04G.1923-03-31,7,-147.41379,1.0,0.0,0.29
HU104.1923-03-31_CVPM04G.1923-03-31_8,HU104.1923-03-31,CVPM04G.1923-03-31,8,-93.53333,1.0,0.0,0.3
HU104.1923-03-31_CVPM04G.1923-03-31_9,HU104.1923-03-31,CVPM04G.1923-03-31,9,-42.89655,1.0,0.0,0.29
HU104.1923-04-30_CVPM04G.1923-04-30_0,HU104.1923-04-30,CVPM04G.1923-04-30,0,-399.74216,1.0,0.0,52.41
HU104.1923-04-30_CVPM04G.1923-04-30_1,HU104.1923-04-30,CVPM04G.1923-04-30,1,-396.58835,1.0,0.0,4.76
HU104.1923-04-30_CVPM04G.1923-04-30_2,HU104.1923-04-30,CVPM04G.1923-04-30,2,-390.79239,1.0,0.0,4.77
HU104.1923-04-30_CVPM04G.1923-04-30_3,HU104.1923-04-30,CVPM04G.1923-04-30,3,-384.5359,1.0,0.0,4.76
HU104.1923-04-30_CVPM04G.1923-04-30_4,HU104.1923-04-30,CVPM04G.1923-04-30,4,-370.88646,1.0,0.0,4.77
HU104.1923-04-30_CVPM04G.1923-04-30_5,HU104.1923-04-30,CVPM04G.1923-04-30,5,-329.1322,1.0,0.0,4.76
HU104.1923-04-30_CVPM04G.1923-04-30_6,HU104.1923-04-30,CVPM04G.1923-04-30,6,-239.28809,1.0,0.0,4.76
HU104.1923-04-30_CVPM04G.1923-04-30_7,HU104.1923-04-30,CVPM04G.1923-04-30,7,-143.97261,1.0,0.0,4.77
HU104.1923-04-30_CVPM04G.1923-04-30_8,HU104.1923-04-30,CVPM04G.1923-04-30,8,-94.75431,1.0,0.0,4.76
HU104.1923-04-30_CVPM04G.1923-04-30_9,HU104.1923-04-30,CVPM04G.1923-04-30,9,-42.04609,1.0,0.0,4.77
HU104.1923-05-31_CVPM04G.1923-05-31_0,HU104.1923-05-31,CVPM04G.1923-05-31,0,-400.32852,1.0,0.0,80.77
HU104.1923-05-31_CVPM04G.1923-05-31_1,HU104.1923-05-31,CVPM04G.1923-05-31,1,-396.33222,1.0,0.0,7.34
HU104.1923-05-31_CVPM04G.1923-05-31_2,HU104.1923-05-31,CVPM04G.1923-05-31,2,-390.96737,1.0,0.0,7.35
HU104.1923-05-31_CVPM04G.1923-05-31_3,HU104.1923-05-31,CVPM04G.1923-05-31,3,-384.28858,1.0,0.0,7.34
HU104.1923-05-31_CVPM04G.1923-05-31_4,HU104.1923-05-31,CVPM04G.1923-05-31,4,-371.43076,1.0,0.0,7.34
HU104.1923-05-31_CVPM04G.1923-05-31_5,HU104.1923-05-31,CVPM04G.1923-05-31,5,-328.99032,1.0,0.0,7.34
HU104.1923-05-31_CVPM04G.1923-05-31_6,HU104.1923-05-31,CVPM04G.1923-05-31,6,-238.80956,1.0,0.0,7.35
